order_id,order_date,region,country,product,category,quantity,unit_price,discount,revenue,customer_segment,channel,sales_rep,returned
SO-101175,2024-01-06,LATAM,Brazil,Quill Notebook A4,Stationery,2,16,0,27.2,Consumer,Wholesale,F. Moreau,false
SO-101642,2024-01-06,NA,United States,Desk Mat Linen,Desk,1,34,0.2,23.12,Consumer,Online,E. Haddad,false
SO-101785,2024-01-06,APAC,Australia,Planner 2024,Stationery,3,24,0,61.2,Consumer,Retail,G. Patel,false
SO-102706,2024-01-06,EU,France,Fountain Pen Brass,Writing,1,79,0,67.15,Small Business,Retail,G. Patel,false
SO-103189,2024-01-06,EU,Spain,Ink Bottle Sepia 50ml,Ink,1,18,0,15.3,Consumer,Retail,H. Silva,false
SO-103256,2024-01-06,NA,Mexico,Leather Journal Cover,Accessories,1,42,0,35.7,Consumer,Online,E. Haddad,false
SO-103735,2024-01-06,NA,United States,Quill Notebook A4,Stationery,1,16,0.2,10.88,Small Business,Online,F. Moreau,true
SO-103993,2024-01-06,EU,Spain,Pen Stand Walnut,Desk,3,29,0,73.95,Consumer,Online,H. Silva,false
SO-104093,2024-01-06,NA,Canada,Sticky Notes Pastel,Stationery,1,5.5,0,4.68,Enterprise,Retail,D. Rossi,false
SO-101678,2024-01-07,EU,France,Ink Bottle Sepia 50ml,Ink,3,18,0,45.9,Consumer,Retail,E. Haddad,false
SO-102214,2024-01-07,NA,Canada,Quill Notebook A4,Stationery,1,16,0,13.6,Consumer,Retail,B. Lindqvist,false
SO-102444,2024-01-07,LATAM,Brazil,Gel Pen 5-pack,Writing,1,9.9,0,8.42,Consumer,Online,H. Silva,false
SO-102910,2024-01-07,NA,Mexico,Fountain Pen Brass,Writing,2,79,0,134.3,Small Business,Online,E. Haddad,false
SO-103855,2024-01-07,MEA,South Africa,Ink Bottle Sepia 50ml,Ink,5,18,0,76.5,Consumer,Retail,A. Okafor,false
SO-105811,2024-01-07,NA,Mexico,Quill Notebook A4,Stationery,2,16,0,27.2,Consumer,Online,H. Silva,false
SO-100013,2024-01-08,EU,France,Gel Pen 5-pack,Writing,2,9.9,0,16.83,Small Business,Online,B. Lindqvist,false
SO-101246,2024-01-08,EU,Spain,Pen Case Canvas,Accessories,2,22,0.05,35.53,Consumer,Online,G. Patel,false
SO-101374,2024-01-08,NA,Mexico,Leather Journal Cover,Accessories,1,42,0.1,32.13,Consumer,Online,F. Moreau,false
SO-101603,2024-01-08,MEA,South Africa,Fountain Pen Brass,Writing,2,79,0.1,120.87,Small Business,Online,D. Rossi,false
SO-103223,2024-01-08,LATAM,Argentina,Planner 2024,Stationery,1,24,0.05,19.38,Small Business,Online,H. Silva,false
SO-104367,2024-01-08,MEA,United Arab Emirates,Calligraphy Starter Kit,Writing,3,58,0.05,140.51,Consumer,Online,D. Rossi,false
SO-104969,2024-01-08,NA,Mexico,Leather Journal Cover,Accessories,1,42,0,35.7,Small Business,Wholesale,F. Moreau,false
SO-105147,2024-01-08,NA,Canada,Sticky Notes Pastel,Stationery,3,5.5,0,14.03,Small Business,Online,D. Rossi,false
SO-105181,2024-01-08,LATAM,Argentina,Ink Bottle Sepia 50ml,Ink,1,18,0,15.3,Small Business,Retail,A. Okafor,false
SO-101579,2024-01-09,NA,Mexico,Gel Pen 5-pack,Writing,1,9.9,0,8.42,Consumer,Retail,G. Patel,false
SO-102211,2024-01-09,NA,United States,Pen Stand Walnut,Desk,5,29,0,123.25,Small Business,Online,F. Moreau,false
SO-103342,2024-01-09,NA,Canada,Fountain Pen Classic,Writing,2,48,0,81.6,Small Business,Wholesale,B. Lindqvist,false
SO-103521,2024-01-09,MEA,Kenya,Monitor Riser Oak,Desk,1,64,0,54.4,Consumer,Online,H. Silva,false
SO-105022,2024-01-09,MEA,Kenya,Desk Mat Linen,Desk,3,34,0.1,78.03,Small Business,Online,G. Patel,false
SO-100295,2024-01-10,EU,France,Ink Bottle Sepia 50ml,Ink,2,18,0,30.6,Enterprise,Online,A. Okafor,false
SO-100678,2024-01-10,LATAM,Brazil,Monitor Riser Oak,Desk,1,64,0,54.4,Consumer,Online,H. Silva,false
SO-100765,2024-01-10,NA,United States,Planner 2024,Stationery,5,24,0,102,Small Business,Online,C. Nakamura,false
SO-101729,2024-01-10,MEA,Kenya,Ink Bottle Sepia 50ml,Ink,1,18,0,15.3,Enterprise,Retail,H. Silva,false
SO-102731,2024-01-10,LATAM,Chile,Desk Mat Linen,Desk,5,34,0,144.5,Small Business,Online,C. Nakamura,false
SO-103117,2024-01-10,NA,United States,Planner 2024,Stationery,2,24,0.05,38.76,Small Business,Online,G. Patel,false
SO-103628,2024-01-10,EU,Spain,Sticky Notes Pastel,Stationery,5,5.5,0,23.38,Small Business,Retail,G. Patel,false
SO-105077,2024-01-10,APAC,Singapore,Quill Notebook A4,Stationery,2,16,0,27.2,Consumer,Online,D. Rossi,false
SO-102250,2024-01-11,MEA,Kenya,Pen Stand Walnut,Desk,2,29,0,49.3,Consumer,Online,E. Haddad,false
SO-102376,2024-01-11,EU,United Kingdom,Calligraphy Starter Kit,Writing,2,58,0.05,93.67,Small Business,Online,H. Silva,false
SO-102427,2024-01-11,LATAM,Brazil,Quill Notebook A5,Stationery,1,12.5,0.2,8.5,Consumer,Online,G. Patel,false
SO-102497,2024-01-11,NA,Canada,Desk Mat Linen,Desk,10,34,0.2,231.2,Consumer,Retail,G. Patel,false
SO-102572,2024-01-11,NA,Mexico,Quill Notebook A5,Stationery,1,12.5,0,10.63,Consumer,Online,F. Moreau,false
SO-102732,2024-01-11,MEA,United Arab Emirates,Fountain Pen Classic,Writing,5,48,0.1,183.6,Consumer,Online,H. Silva,false
SO-103712,2024-01-11,LATAM,Argentina,Fountain Pen Brass,Writing,3,79,0,201.45,Consumer,Retail,F. Moreau,false
SO-104319,2024-01-11,EU,Germany,Quill Notebook A5,Stationery,1,12.5,0.2,8.5,Consumer,Online,C. Nakamura,false
SO-105145,2024-01-11,MEA,South Africa,Planner 2024,Stationery,5,24,0,102,Small Business,Online,D. Rossi,false
SO-105716,2024-01-11,LATAM,Brazil,Fountain Pen Classic,Writing,2,48,0,81.6,Consumer,Online,F. Moreau,false
SO-103044,2024-01-12,NA,United States,Calligraphy Starter Kit,Writing,1,58,0,49.3,Consumer,Online,D. Rossi,false
SO-104281,2024-01-12,MEA,Kenya,Fountain Pen Brass,Writing,1,79,0,67.15,Enterprise,Online,E. Haddad,false
SO-105195,2024-01-12,APAC,India,Monitor Riser Oak,Desk,2,64,0.1,97.92,Consumer,Retail,F. Moreau,false
SO-105392,2024-01-12,NA,United States,Pen Case Canvas,Accessories,3,22,0,56.1,Consumer,Online,E. Haddad,true
SO-100159,2024-01-13,APAC,Australia,Fountain Pen Brass,Writing,2,79,0.05,127.59,Consumer,Retail,H. Silva,false
SO-100453,2024-01-13,APAC,India,Pen Stand Walnut,Desk,2,29,0.1,44.37,Enterprise,Wholesale,D. Rossi,false
SO-100925,2024-01-13,NA,United States,Gel Pen 5-pack,Writing,1,9.9,0.2,6.73,Consumer,Online,B. Lindqvist,false
SO-101951,2024-01-13,LATAM,Argentina,Pen Case Canvas,Accessories,2,22,0.05,35.53,Consumer,Retail,E. Haddad,false
SO-102467,2024-01-13,MEA,United Arab Emirates,Quill Notebook A4,Stationery,1,16,0,13.6,Consumer,Retail,H. Silva,false
SO-102936,2024-01-13,APAC,Japan,Gel Pen 5-pack,Writing,1,9.9,0.2,6.73,Consumer,Online,D. Rossi,false
SO-103418,2024-01-13,LATAM,Chile,Quill Notebook A5,Stationery,3,12.5,0,31.88,Small Business,Retail,B. Lindqvist,true
SO-104852,2024-01-13,NA,Canada,Gel Pen 5-pack,Writing,3,9.9,0.1,22.72,Consumer,Retail,C. Nakamura,true
SO-105868,2024-01-13,LATAM,Brazil,Ink Bottle Sepia 50ml,Ink,1,18,0.05,14.53,Consumer,Online,H. Silva,false
SO-102496,2024-01-14,APAC,Australia,Sticky Notes Pastel,Stationery,1,5.5,0.1,4.21,Small Business,Retail,G. Patel,false
SO-103106,2024-01-14,EU,United Kingdom,Quill Notebook A5,Stationery,2,12.5,0,21.25,Consumer,Online,C. Nakamura,false
SO-103347,2024-01-14,NA,Mexico,Leather Journal Cover,Accessories,1,42,0,35.7,Small Business,Wholesale,A. Okafor,false
SO-103174,2024-01-15,LATAM,Chile,Quill Notebook A5,Stationery,1,12.5,0.1,9.56,Consumer,Online,F. Moreau,false
SO-103692,2024-01-15,MEA,Kenya,Calligraphy Starter Kit,Writing,3,58,0,147.9,Consumer,Online,G. Patel,false
SO-103693,2024-01-15,MEA,South Africa,Desk Mat Linen,Desk,3,34,0.05,82.37,Enterprise,Online,C. Nakamura,false
SO-103791,2024-01-15,APAC,India,Fountain Pen Brass,Writing,2,79,0.1,120.87,Consumer,Retail,H. Silva,false
SO-104272,2024-01-15,APAC,Australia,Fountain Pen Classic,Writing,2,48,0.05,77.52,Consumer,Wholesale,E. Haddad,false
SO-105940,2024-01-15,APAC,Australia,Desk Mat Linen,Desk,3,34,0.1,78.03,Consumer,Online,E. Haddad,true
SO-100309,2024-01-16,NA,United States,Calligraphy Starter Kit,Writing,3,58,0,147.9,Consumer,Online,E. Haddad,false
SO-101321,2024-01-16,NA,Mexico,Monitor Riser Oak,Desk,1,64,0.05,51.68,Consumer,Online,A. Okafor,false
SO-103755,2024-01-16,MEA,United Arab Emirates,Quill Notebook A4,Stationery,3,16,0,40.8,Small Business,Wholesale,A. Okafor,false
SO-104167,2024-01-16,EU,Germany,Desk Mat Linen,Desk,1,34,0,28.9,Consumer,Retail,H. Silva,false
SO-104306,2024-01-16,EU,France,Ink Bottle Sepia 50ml,Ink,3,18,0,45.9,Small Business,Retail,F. Moreau,false
SO-104825,2024-01-16,APAC,Australia,Fountain Pen Classic,Writing,1,48,0,40.8,Consumer,Online,B. Lindqvist,false
SO-105757,2024-01-16,MEA,South Africa,Leather Journal Cover,Accessories,3,42,0.1,96.39,Small Business,Online,F. Moreau,false
SO-100367,2024-01-17,NA,Canada,Fountain Pen Classic,Writing,1,48,0.1,36.72,Consumer,Retail,H. Silva,false
SO-101008,2024-01-17,LATAM,Argentina,Gel Pen 5-pack,Writing,2,9.9,0,16.83,Consumer,Wholesale,C. Nakamura,false
SO-102008,2024-01-17,APAC,Japan,Desk Mat Linen,Desk,1,34,0,28.9,Consumer,Online,F. Moreau,false
SO-102320,2024-01-17,EU,United Kingdom,Leather Journal Cover,Accessories,2,42,0,71.4,Consumer,Online,F. Moreau,false
SO-103414,2024-01-17,APAC,India,Pen Case Canvas,Accessories,1,22,0.2,14.96,Enterprise,Online,C. Nakamura,false
SO-103723,2024-01-17,LATAM,Argentina,Quill Notebook A4,Stationery,2,16,0,27.2,Consumer,Online,G. Patel,false
SO-104010,2024-01-17,EU,Netherlands,Leather Journal Cover,Accessories,1,42,0.1,32.13,Small Business,Retail,D. Rossi,false
SO-104238,2024-01-17,EU,France,Ink Cartridge Midnight,Ink,2,6.5,0,11.05,Consumer,Retail,C. Nakamura,false
SO-105428,2024-01-17,EU,United Kingdom,Pen Case Canvas,Accessories,5,22,0,93.5,Small Business,Online,E. Haddad,false
SO-105504,2024-01-17,APAC,Australia,Leather Journal Cover,Accessories,1,42,0,35.7,Enterprise,Online,C. Nakamura,false
SO-105533,2024-01-17,MEA,Kenya,Quill Notebook A4,Stationery,5,16,0,68,Consumer,Online,E. Haddad,false
SO-100455,2024-01-18,APAC,Japan,Ink Cartridge Midnight,Ink,3,6.5,0.05,15.75,Consumer,Retail,G. Patel,false
SO-103012,2024-01-18,APAC,Singapore,Ink Bottle Sepia 50ml,Ink,1,18,0,15.3,Consumer,Wholesale,B. Lindqvist,false
SO-103301,2024-01-18,MEA,Kenya,Pen Stand Walnut,Desk,3,29,0.1,66.55,Consumer,Online,H. Silva,false
SO-103530,2024-01-18,MEA,South Africa,Gel Pen 5-pack,Writing,2,9.9,0.05,15.99,Small Business,Online,E. Haddad,false
SO-104368,2024-01-18,LATAM,Chile,Fountain Pen Classic,Writing,1,48,0,40.8,Consumer,Online,B. Lindqvist,false
SO-105735,2024-01-18,APAC,Japan,Leather Journal Cover,Accessories,3,42,0,107.1,Small Business,Retail,D. Rossi,false
SO-101173,2024-01-19,APAC,Australia,Ink Cartridge Midnight,Ink,1,6.5,0,5.53,Small Business,Retail,G. Patel,false
SO-101849,2024-01-19,EU,Spain,Fountain Pen Classic,Writing,1,48,0.2,32.64,Consumer,Online,A. Okafor,false
SO-102719,2024-01-19,LATAM,Chile,Leather Journal Cover,Accessories,1,42,0,35.7,Small Business,Retail,H. Silva,false
SO-103482,2024-01-19,LATAM,Brazil,Calligraphy Starter Kit,Writing,2,58,0.05,93.67,Enterprise,Wholesale,G. Patel,false
SO-105192,2024-01-19,APAC,Australia,Fountain Pen Classic,Writing,1,48,0,40.8,Consumer,Retail,H. Silva,false
SO-100586,2024-01-20,NA,Mexico,Desk Mat Linen,Desk,3,34,0,86.7,Consumer,Wholesale,C. Nakamura,false
SO-100996,2024-01-20,APAC,Singapore,Quill Notebook A5,Stationery,1,12.5,0.05,10.09,Consumer,Wholesale,B. Lindqvist,false
SO-101916,2024-01-20,APAC,Singapore,Quill Notebook A4,Stationery,1,16,0.05,12.92,Consumer,Online,D. Rossi,false
SO-102509,2024-01-20,EU,Spain,Gel Pen 5-pack,Writing,3,9.9,0.05,23.98,Enterprise,Online,E. Haddad,false
SO-103802,2024-01-20,LATAM,Argentina,Pen Stand Walnut,Desk,1,29,0,24.65,Consumer,Online,B. Lindqvist,true
SO-103870,2024-01-20,APAC,Singapore,Ink Bottle Sepia 50ml,Ink,5,18,0,76.5,Small Business,Retail,B. Lindqvist,false
SO-104510,2024-01-20,EU,United Kingdom,Gel Pen 5-pack,Writing,2,9.9,0,16.83,Small Business,Online,G. Patel,false
SO-105878,2024-01-20,APAC,Singapore,Pen Case Canvas,Accessories,1,22,0.05,17.76,Small Business,Online,H. Silva,false
SO-100075,2024-01-21,LATAM,Chile,Leather Journal Cover,Accessories,1,42,0,35.7,Consumer,Retail,H. Silva,false
SO-102923,2024-01-21,EU,Germany,Quill Notebook A4,Stationery,5,16,0,68,Consumer,Online,C. Nakamura,false
SO-103556,2024-01-21,EU,Spain,Quill Notebook A5,Stationery,2,12.5,0,21.25,Consumer,Wholesale,E. Haddad,false
SO-104356,2024-01-21,MEA,United Arab Emirates,Leather Journal Cover,Accessories,1,42,0.05,33.92,Consumer,Retail,E. Haddad,false
SO-105681,2024-01-21,NA,Mexico,Monitor Riser Oak,Desk,1,64,0,54.4,Enterprise,Online,E. Haddad,false
SO-103195,2024-01-22,EU,United Kingdom,Fountain Pen Brass,Writing,3,79,0,201.45,Consumer,Retail,G. Patel,false
SO-103871,2024-01-22,MEA,Kenya,Sticky Notes Pastel,Stationery,2,5.5,0,9.35,Small Business,Online,E. Haddad,true
SO-105261,2024-01-22,EU,Spain,Sticky Notes Pastel,Stationery,5,5.5,0,23.38,Consumer,Retail,G. Patel,false
SO-101454,2024-01-23,MEA,United Arab Emirates,Planner 2024,Stationery,3,24,0,61.2,Consumer,Online,D. Rossi,false
SO-101521,2024-01-23,LATAM,Argentina,Fountain Pen Classic,Writing,1,48,0,40.8,Consumer,Online,D. Rossi,false
SO-102025,2024-01-23,LATAM,Argentina,Leather Journal Cover,Accessories,1,42,0,35.7,Consumer,Online,F. Moreau,false
SO-102288,2024-01-23,MEA,South Africa,Gel Pen 5-pack,Writing,1,9.9,0.05,7.99,Small Business,Online,H. Silva,false
SO-103761,2024-01-23,EU,Netherlands,Ink Cartridge Midnight,Ink,2,6.5,0.1,9.95,Consumer,Online,A. Okafor,false
SO-105061,2024-01-23,EU,Netherlands,Monitor Riser Oak,Desk,2,64,0,108.8,Small Business,Retail,B. Lindqvist,false
SO-105316,2024-01-23,LATAM,Chile,Monitor Riser Oak,Desk,1,64,0.05,51.68,Small Business,Wholesale,D. Rossi,false
SO-105814,2024-01-23,EU,Germany,Planner 2024,Stationery,5,24,0,102,Consumer,Online,E. Haddad,true
SO-105950,2024-01-23,EU,Germany,Sticky Notes Pastel,Stationery,5,5.5,0.1,21.04,Small Business,Retail,C. Nakamura,false
SO-100019,2024-01-24,NA,Mexico,Monitor Riser Oak,Desk,1,64,0,54.4,Small Business,Online,C. Nakamura,false
SO-100507,2024-01-24,NA,Mexico,Desk Mat Linen,Desk,2,34,0,57.8,Consumer,Online,F. Moreau,false
SO-100578,2024-01-24,NA,United States,Fountain Pen Classic,Writing,3,48,0,122.4,Consumer,Online,C. Nakamura,false
SO-101988,2024-01-24,MEA,Kenya,Calligraphy Starter Kit,Writing,1,58,0,49.3,Small Business,Retail,B. Lindqvist,false
SO-104745,2024-01-24,EU,United Kingdom,Pen Stand Walnut,Desk,1,29,0,24.65,Consumer,Online,H. Silva,false
SO-105202,2024-01-24,APAC,Australia,Ink Bottle Sepia 50ml,Ink,3,18,0.05,43.61,Small Business,Online,F. Moreau,true
SO-101165,2024-01-25,NA,Mexico,Ink Cartridge Midnight,Ink,1,6.5,0.05,5.25,Consumer,Online,F. Moreau,true
SO-102684,2024-01-25,APAC,Singapore,Quill Notebook A5,Stationery,3,12.5,0.1,28.69,Small Business,Online,D. Rossi,false
SO-103092,2024-01-25,EU,France,Monitor Riser Oak,Desk,1,64,0,54.4,Consumer,Online,C. Nakamura,false
SO-103447,2024-01-25,EU,Netherlands,Ink Bottle Sepia 50ml,Ink,1,18,0.1,13.77,Consumer,Online,G. Patel,false
SO-103724,2024-01-25,EU,Germany,Planner 2024,Stationery,1,24,0,20.4,Consumer,Online,C. Nakamura,false
SO-103933,2024-01-25,NA,United States,Leather Journal Cover,Accessories,1,42,0,35.7,Small Business,Online,D. Rossi,false
SO-104305,2024-01-25,LATAM,Argentina,Ink Bottle Sepia 50ml,Ink,1,18,0,15.3,Consumer,Online,C. Nakamura,false
SO-104415,2024-01-25,APAC,Japan,Gel Pen 5-pack,Writing,5,9.9,0.1,37.87,Small Business,Online,A. Okafor,false
SO-105193,2024-01-25,APAC,Singapore,Quill Notebook A5,Stationery,5,12.5,0,53.13,Small Business,Retail,A. Okafor,false
SO-100354,2024-01-26,EU,United Kingdom,Ink Cartridge Midnight,Ink,3,6.5,0,16.58,Consumer,Online,H. Silva,false
SO-100366,2024-01-26,EU,United Kingdom,Fountain Pen Classic,Writing,1,48,0.05,38.76,Consumer,Online,B. Lindqvist,false
SO-100383,2024-01-26,EU,Netherlands,Monitor Riser Oak,Desk,2,64,0,108.8,Small Business,Online,G. Patel,false
SO-100886,2024-01-26,APAC,India,Leather Journal Cover,Accessories,2,42,0.05,67.83,Consumer,Online,F. Moreau,false
SO-101448,2024-01-26,EU,United Kingdom,Quill Notebook A4,Stationery,2,16,0.05,25.84,Small Business,Wholesale,G. Patel,false
SO-102526,2024-01-26,APAC,Singapore,Pen Case Canvas,Accessories,1,22,0.1,16.83,Consumer,Online,D. Rossi,true
SO-102617,2024-01-26,APAC,India,Fountain Pen Classic,Writing,5,48,0.05,193.8,Consumer,Retail,B. Lindqvist,false
SO-103281,2024-01-26,MEA,South Africa,Quill Notebook A5,Stationery,5,12.5,0,53.13,Consumer,Online,F. Moreau,false
SO-103619,2024-01-26,MEA,United Arab Emirates,Desk Mat Linen,Desk,1,34,0,28.9,Consumer,Online,E. Haddad,false
SO-103834,2024-01-26,APAC,Singapore,Planner 2024,Stationery,1,24,0.1,18.36,Consumer,Online,H. Silva,false
SO-104291,2024-01-26,EU,Spain,Quill Notebook A4,Stationery,1,16,0.1,12.24,Small Business,Wholesale,B. Lindqvist,false
SO-100174,2024-01-27,NA,Canada,Planner 2024,Stationery,2,24,0,40.8,Consumer,Online,C. Nakamura,false
SO-100623,2024-01-27,NA,Mexico,Planner 2024,Stationery,3,24,0,61.2,Consumer,Online,F. Moreau,false
SO-101588,2024-01-27,APAC,Singapore,Ink Cartridge Midnight,Ink,3,6.5,0.05,15.75,Consumer,Online,A. Okafor,false
SO-102725,2024-01-27,EU,United Kingdom,Sticky Notes Pastel,Stationery,3,5.5,0,14.03,Small Business,Retail,F. Moreau,false
SO-102842,2024-01-27,NA,United States,Ink Cartridge Midnight,Ink,1,6.5,0,5.53,Consumer,Online,G. Patel,false
SO-102975,2024-01-27,LATAM,Brazil,Quill Notebook A5,Stationery,3,12.5,0.05,30.28,Consumer,Online,B. Lindqvist,false
SO-105059,2024-01-27,LATAM,Brazil,Leather Journal Cover,Accessories,1,42,0.1,32.13,Enterprise,Online,G. Patel,false
SO-105936,2024-01-27,APAC,India,Planner 2024,Stationery,2,24,0,40.8,Small Business,Online,D. Rossi,false
SO-100069,2024-01-28,EU,France,Sticky Notes Pastel,Stationery,1,5.5,0,4.68,Enterprise,Online,F. Moreau,false
SO-100686,2024-01-28,LATAM,Chile,Ink Bottle Sepia 50ml,Ink,2,18,0,30.6,Enterprise,Retail,E. Haddad,false
SO-100980,2024-01-28,MEA,Kenya,Fountain Pen Brass,Writing,2,79,0,134.3,Consumer,Retail,C. Nakamura,false
SO-102179,2024-01-28,MEA,Kenya,Monitor Riser Oak,Desk,2,64,0.2,87.04,Consumer,Online,B. Lindqvist,false
SO-104877,2024-01-28,LATAM,Chile,Quill Notebook A4,Stationery,3,16,0,40.8,Consumer,Retail,F. Moreau,true
SO-105085,2024-01-28,MEA,United Arab Emirates,Quill Notebook A5,Stationery,1,12.5,0,10.63,Consumer,Online,A. Okafor,false
SO-105361,2024-01-28,LATAM,Brazil,Monitor Riser Oak,Desk,1,64,0.2,43.52,Small Business,Retail,F. Moreau,false
SO-100259,2024-01-29,APAC,Japan,Ink Cartridge Midnight,Ink,2,6.5,0,11.05,Small Business,Retail,A. Okafor,false
SO-100289,2024-01-29,APAC,Australia,Gel Pen 5-pack,Writing,5,9.9,0,42.08,Small Business,Online,E. Haddad,false
SO-100571,2024-01-29,APAC,Singapore,Desk Mat Linen,Desk,1,34,0,28.9,Enterprise,Online,B. Lindqvist,false
SO-102979,2024-01-29,LATAM,Argentina,Fountain Pen Brass,Writing,2,79,0.05,127.59,Consumer,Online,C. Nakamura,false
SO-103251,2024-01-29,APAC,India,Fountain Pen Brass,Writing,10,79,0.2,537.2,Small Business,Retail,E. Haddad,false
SO-103287,2024-01-29,MEA,Kenya,Gel Pen 5-pack,Writing,1,9.9,0.1,7.57,Consumer,Online,C. Nakamura,false
SO-103555,2024-01-29,MEA,Kenya,Fountain Pen Brass,Writing,2,79,0.05,127.59,Small Business,Retail,B. Lindqvist,false
SO-103557,2024-01-29,EU,Netherlands,Desk Mat Linen,Desk,3,34,0,86.7,Consumer,Retail,D. Rossi,false
SO-103644,2024-01-29,LATAM,Argentina,Planner 2024,Stationery,3,24,0.1,55.08,Small Business,Online,B. Lindqvist,false
SO-104390,2024-01-29,NA,Mexico,Quill Notebook A5,Stationery,3,12.5,0.1,28.69,Consumer,Online,D. Rossi,false
SO-100841,2024-01-30,LATAM,Chile,Planner 2024,Stationery,1,24,0,20.4,Enterprise,Online,B. Lindqvist,false
SO-101408,2024-01-30,MEA,Kenya,Quill Notebook A5,Stationery,3,12.5,0.1,28.69,Consumer,Online,E. Haddad,false
SO-101806,2024-01-30,MEA,Kenya,Calligraphy Starter Kit,Writing,2,58,0.1,88.74,Consumer,Online,H. Silva,false
SO-103392,2024-01-30,EU,Germany,Sticky Notes Pastel,Stationery,1,5.5,0,4.68,Consumer,Online,G. Patel,false
SO-104630,2024-01-30,EU,Spain,Pen Stand Walnut,Desk,3,29,0,73.95,Consumer,Online,C. Nakamura,false
SO-104787,2024-01-30,LATAM,Brazil,Quill Notebook A4,Stationery,1,16,0.05,12.92,Consumer,Retail,H. Silva,false
SO-105844,2024-01-30,NA,Mexico,Pen Case Canvas,Accessories,2,22,0.05,35.53,Consumer,Retail,H. Silva,false
SO-100425,2024-01-31,APAC,Singapore,Monitor Riser Oak,Desk,2,64,0,108.8,Consumer,Retail,B. Lindqvist,false
SO-102130,2024-01-31,NA,Mexico,Desk Mat Linen,Desk,1,34,0,28.9,Consumer,Online,B. Lindqvist,false
SO-102493,2024-01-31,APAC,India,Fountain Pen Brass,Writing,1,79,0.05,63.79,Consumer,Retail,G. Patel,false
SO-102553,2024-01-31,LATAM,Chile,Pen Case Canvas,Accessories,3,22,0,56.1,Consumer,Retail,A. Okafor,false
SO-103460,2024-01-31,NA,Mexico,Sticky Notes Pastel,Stationery,1,5.5,0,4.68,Consumer,Retail,A. Okafor,false
SO-104958,2024-01-31,MEA,South Africa,Ink Bottle Sepia 50ml,Ink,3,18,0,45.9,Enterprise,Online,A. Okafor,false
SO-105382,2024-01-31,APAC,Singapore,Quill Notebook A4,Stationery,2,16,0,27.2,Consumer,Retail,G. Patel,false
SO-105495,2024-01-31,APAC,India,Gel Pen 5-pack,Writing,1,9.9,0.1,7.57,Enterprise,Retail,B. Lindqvist,false
SO-105714,2024-01-31,LATAM,Argentina,Fountain Pen Classic,Writing,2,48,0.1,73.44,Consumer,Online,F. Moreau,false
SO-100157,2024-02-01,LATAM,Chile,Leather Journal Cover,Accessories,2,42,0.1,75.6,Enterprise,Retail,C. Nakamura,true
SO-100247,2024-02-01,NA,Canada,Desk Mat Linen,Desk,2,34,0.1,61.2,Consumer,Wholesale,G. Patel,false
SO-100789,2024-02-01,EU,Germany,Ink Bottle Sepia 50ml,Ink,5,18,0,90,Small Business,Online,B. Lindqvist,false
SO-101216,2024-02-01,LATAM,Argentina,Quill Notebook A5,Stationery,1,12.5,0.1,11.25,Enterprise,Online,F. Moreau,false
SO-101658,2024-02-01,APAC,Singapore,Pen Stand Walnut,Desk,3,29,0,87,Small Business,Online,A. Okafor,false
SO-102252,2024-02-01,NA,United States,Quill Notebook A4,Stationery,5,16,0,80,Consumer,Retail,A. Okafor,false
SO-102723,2024-02-01,APAC,India,Quill Notebook A4,Stationery,3,16,0,48,Consumer,Online,F. Moreau,false
SO-103718,2024-02-01,APAC,India,Gel Pen 5-pack,Writing,1,9.9,0.05,9.4,Consumer,Retail,C. Nakamura,false
SO-104058,2024-02-01,MEA,Kenya,Quill Notebook A5,Stationery,2,12.5,0,25,Enterprise,Online,G. Patel,false
SO-104363,2024-02-01,EU,France,Fountain Pen Classic,Writing,2,48,0,96,Small Business,Online,D. Rossi,false
SO-100796,2024-02-02,NA,Canada,Leather Journal Cover,Accessories,1,42,0,42,Small Business,Retail,F. Moreau,false
SO-100814,2024-02-02,EU,Netherlands,Monitor Riser Oak,Desk,3,64,0,192,Small Business,Online,D. Rossi,false
SO-101084,2024-02-02,EU,Spain,Quill Notebook A4,Stationery,3,16,0.1,43.2,Enterprise,Retail,B. Lindqvist,false
SO-101752,2024-02-02,EU,United Kingdom,Quill Notebook A4,Stationery,1,16,0,16,Consumer,Online,B. Lindqvist,false
SO-102460,2024-02-02,NA,United States,Quill Notebook A4,Stationery,1,16,0,16,Consumer,Online,H. Silva,false
SO-103207,2024-02-02,NA,Mexico,Fountain Pen Classic,Writing,1,48,0,48,Small Business,Online,E. Haddad,false
SO-103374,2024-02-02,LATAM,Chile,Pen Case Canvas,Accessories,3,22,0,66,Consumer,Online,B. Lindqvist,false
SO-103429,2024-02-02,MEA,United Arab Emirates,Quill Notebook A5,Stationery,1,12.5,0,12.5,Consumer,Retail,H. Silva,false
SO-103763,2024-02-02,NA,United States,Calligraphy Starter Kit,Writing,1,58,0,58,Enterprise,Retail,F. Moreau,false
SO-103815,2024-02-02,EU,France,Ink Bottle Sepia 50ml,Ink,2,18,0,36,Small Business,Online,F. Moreau,false
SO-103964,2024-02-02,APAC,Australia,Fountain Pen Brass,Writing,3,79,0,237,Consumer,Online,C. Nakamura,false
SO-104473,2024-02-02,APAC,Japan,Quill Notebook A5,Stationery,1,12.5,0.05,11.88,Enterprise,Online,D. Rossi,false
